Recreation Centers,Gilbert W. Lindsay Recreation Center,http://www.laparks.org/dos/reccenter/facility/gilbertLindsayRC.htm,34.00661929,-118.2677641
Parks,Encino Park,http://www.laparks.org/dos/parks/facility/encinoPk.htm,34.15982855,-118.5025721
Tennis Courts,Sepulveda Tennis Courts,http://www.laparks.org/dos/reccenter/facility/sepulvedaRC.htm,34.23005873,-118.4575623
Recreation Centers,Chatsworth Park South Recreation Center,http://www.laparks.org/dos/reccenter/facility/chatsworthRC.htm,34.25791374,-118.6149639
Recreation Centers,Chevy Chase Recreation Center,http://www.laparks.org/dos/reccenter/facility/chevyChaseRC.htm,34.133432,-118.266546
Recreation Centers,Fernangeles Recreation Center,http://www.laparks.org/dos/reccenter/facility/fernangelesRC.htm,34.229345,-118.400978
Parks,Del Rey Lagoon,http://www.laparks.org/dos/parks/facility/delReyLagoonPk.htm,33.96011416,-118.4499221
Parks,Jim Gilliam Park,http://www.laparks.org/dos/reccenter/facility/jimGilliamRC.htm,34.011922,-118.351674
Outdoor Fitness Equipment,West Adams Heights Park,,34.03883,-118.300475
Parks,Chevy Chase Park,http://www.laparks.org/dos/parks/facility/chevyChasePk.htm,34.133531,-118.2667127
Golf Courses,Hansen Dam Golf Course,http://www.golf.lacity.org/cdp_hansen.htm,34.258801,-118.395868
Equestrian Centers,L.A. Equestrian Center,http://www.la-equestriancenter.com/,34.160704,-118.310131
Recreation Centers,Pecan Recreation Center,http://www.laparks.org/dos/reccenter/facility/pecanRC.htm,34.04652101,-118.2220261
Outdoor Fitness Equipment,Hollenbeck Park,http://www.laparks.org/dos/parks/facility/hollenbeckPk.htm,34.04136456,-118.2160944
Parks,John S. Gibson Jr. Park,http://www.laparks.org/dos/parks/facility/GibsonJSJrPk.htm,33.739653,-118.279649
Parks,Runnymede Park,http://www.laparks.org/dos/parks/facility/runnymedePk.htm,34.20585859,-118.5732396
Parks,Elysian Park - Montecillo De Leo Politi,http://www.laparks.org/dos/parks/facility/montecilloDeLeoPolitiPk.htm,34.078382,-118.246633
Tennis Courts,Saint Andrews Tennis Courts,http://www.laparks.org/dos/reccenter/facility/stAndrewsRC.htm,33.95973995,-118.3114526
Parks,Eagle Rock Park,http://www.laparks.org/dos/reccenter/facility/eagleRockRC.htm,34.142988,-118.18805
Golf Courses,Harbor Park Golf Course,http://www.laparks.org/golf/cdp_harbor.htm,33.787333,-118.282907
Parks,Woodland Hills Park (Shoup Park),http://www.laparks.org/dos/reccenter/facility/woodlandHillsRC.htm,34.175927,118.614495
Skate Parks,Imperial Courts Skate Park,http://www.laparks.org/dos/parks/skateparks/imperialCourtsSkatePk.htm,33.93125654,-118.2324199
Parks,Limekiln Canyon Park,http://www.laparks.org/dos/parks/facility/limekilnCanyonPk.htm,34.284817,-118.563025
Recreation Centers,Ross Snyder Recreation Center,http://www.laparks.org/dos/reccenter/facility/rossSnyderRC.htm,34.00871681,-118.2473934
Skate Parks,Hollenbeck Safe Spot Skate Spot,http://www.laparks.org/dos/parks/skateparks/hollenbeckSkatePk.htm,34.04136456,-118.2160944
Parks,Yosemite Park,http://www.laparks.org/dos/reccenter/facility/yosemiteRC.htm,34.133742,-118.20819
Outdoor Fitness Equipment,Hoover Recreation Center,http://www.laparks.org/dos/reccenter/facility/hooverRC.htm,34.03273559,-118.2830944
Golf Courses,Harding Golf Course,http://golf.lacity.org/cdp_harding.htm,34.144505,-118.289258
Parks,Chesterfield Square Park,http://www.laparks.org/dos/parks/facility/chesterfieldSquPk.htm,33.99308909,-118.3129281
Recreation Centers,Mason Youth Center,http://www.laparks.org/dos/reccenter/facility/masonRC.htm,34.26154428,-118.5798211
Recreation Centers,Cypress Recreation Center,http://www.laparks.org/dos/reccenter/facility/cypressRC.htm,34.0894357,-118.2255846
Hiking Trails,Jim Gilliam Park,http://www.laparks.org/dos/reccenter/facility/jimGilliamRC.htm,34.011922,-118.351674
Tennis Courts,Panorama City Tennis Courts,http://www.laparks.org/dos/reccenter/facility/panoramaRC.htm,34.228189,-118.441323
Recreation Centers,Sherman Oaks Castle Park,http://www.laparks.org/shermanoaks_castlepk/index.htm,34.16115111,-118.4664309
Dog Parks,Westminster Dog Park,http://www.laparks.org/dos/parks/facility/dogparks/westminsterDogPk.htm,33.990323,-118.473283
Parks,David M. Gonzales / Pacoima Park,http://www.laparks.org/dos/reccenter/facility/davidMGonzalesRC.htm,34.26921299,-118.4130658
Parks,Tarzana Park,http://www.laparks.org/dos/reccenter/facility/tarzanaRC.htm,34.17462734,-118.5502669
Parks,111th Place Pocket Park,,33.934202,-118.271246
Parks,Kagel Canyon Park,http://www.laparks.org/dos/parks/facility/kagelCanyonPk.htm,34.28069157,-118.3804559
Parks,Palisades Park,http://www.laparks.org/dos/parks/facility/palisadesPk.htm,34.042845,-118.524815
Parks,Warner Ranch Park,http://www.laparks.org/dos/parks/facility/warnerRanchPk.htm,34.17549801,-118.6056172
Recreation Centers,Echo Park Recreation Center,http://www.laparks.org/dos/reccenter/facility/echoParkRC.htm,34.069801,-118.260119
Parks,Circle / Gramercy Park,http://www.laparks.org/dos/parks/facility/circlePk.htm,33.970976,-118.313323
Tennis Courts,Northridge Tennis Courts,http://www.laparks.org/dos/reccenter/facility/northridgeRC.htm,34.25529,-118.53226
Parks,Harbor Sports Center,http://www.laparks.org/dos/reccenter/facility/harborSC.htm,33.78742375,-118.2819333
Outdoor Fitness Equipment,Wilmington Recreation Center,http://www.laparks.org/dos/reccenter/facility/wilmingtonRC.htm,33.77313982,-118.2686791
Parks,Gaffey Street Field of Dreams,http://www.laparks.org/dos/parks/facility/fieldofdreams.htm,33.763701,-118.290965
Outdoor Fitness Equipment,Fox & Laurel Park,,34.271638,-118.446271
Parks,Rancho Cienega Park,http://www.laparks.org/dos/reccenter/facility/ranchocienegaRC.htm,34.02167021,-118.351823
Tennis Courts,Westwood Tennis Courts,http://www.laparks.org/dos/sports/tennis/facility/westwoodTC.htm,34.053422,-118.449
Tennis Courts,Ross Snyder Tennis Courts,http://www.laparks.org/dos/reccenter/facility/rossSnyderRC.htm,34.00871681,-118.2473934
Parks,Jesse Owens Mini Park,http://www.laparks.org/dos/parks/facility/jesseOwensPk.htm,34.199824,-118.518445
Tennis Courts,Banning Tennis Courts,http://www.laparks.org/dos/reccenter/facility/banningRC.htm,33.790926,-118.256938
Outdoor Fitness Equipment,MacArthur Park,http://www.laparks.org/dos/parks/facility/macArthurPk.htm,34.06035058,-118.2770864
Parks,Hope and Peace Park,http://www.laparks.org/dos/parks/facility/hopePeacePocketPk.htm,34.05276205,-118.2764751
Parks,Queen Anne Park,http://www.laparks.org/dos/reccenter/facility/queenAnneRC.htm,34.0507319,-118.33286
Universally Accessible Playgrounds,Hansen Dam Park,http://www.laparks.org/dos/reccenter/facility/hansendamRC.htm,34.273758,-118.383484
Recreation Centers,Oakwood Recreation Center,http://www.laparks.org/dos/reccenter/facility/oakwoodRC.htm,33.99447842,-118.4635489
Parks,Harbor Highlands Park,http://www.laparks.org/dos/parks/facility/harborHighlandsPk.htm,33.75780373,-118.2966521
Parks,Penmar Park,http://www.laparks.org/dos/reccenter/facility/penmarRC.htm,34.00618864,-118.455831
Parks,Fulton Avenue Park,,34.194264,-118.422318
Skate Parks,El Sereno Skate Park,http://www.laparks.org/dos/parks/skateparks/elSerenoSkatePk.htm,34.075694,-118.1815698
Parks,North Weddington Park,http://www.laparks.org/dos/parks/facility/weddingtonPkNo.htm,34.145564,-118.366144
Recreation Centers,Valley Plaza Recreation Center,http://www.laparks.org/dos/reccenter/facility/valleyPlazaRC.htm,34.19200843,-118.4008938
Recreation Centers,Ritchie Valens Recreation Center,http://www.laparks.org/dos/reccenter/facility/ritchievalensRC.htm,34.265818,-118.438725
Outdoor Fitness Equipment,Lemon Grove Park,http://www.laparks.org/dos/reccenter/facility/lemonGroveRC.htm,34.08634611,-118.3046676
Parks,Griffith Park Visitor Center Auditorium,http://www.laparks.org/dos/ranger/auditorium.htm,34.132522,-118.280284
Recreation Centers,Seoul International Recreation Center,http://www.laparks.org/dos/reccenter/facility/seoulInterRC.htm,34.05435479,-118.3016258
Parks,Jackie Tatum / Harvard Park,http://www.laparks.org/dos/reccenter/facility/jackieTatumRC.htm,33.98334823,-118.303593
